timestamp,injection_name,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46,Top47,Top48,Top49,Top50,Top51
1752761640,ts3-ts-preserve-service,11,ts-food-service:0.9450331875091199,ts-ui-dashboard:0.9248185178624669,federate:0.8103396291769679,:0.8095595174442253,ts-order-other-service:0.7918405010556732,loadgenerator:0.7585641739784804,ts-user-service:0.7583413450679779,ts-auth-service:0.7126918838807923,ts-train-service:0.7004483539684366,mysql:0.6784594679849498,ts-avatar-service:0.6658220992882081,ts-inside-payment-service:0.6558039031914578,ts-route-service:0.6386149396566829,ts-travel-plan-service:0.6000063297838316,ts-config-service:0.5756978712978716,ts-seat-service:0.5710208746252315,ts-consign-price-service:0.5644946107167157,ts-order-service:0.5593907619065482,ts-consign-service:0.5568590433933578,ts-verification-code-service:0.545936500457111,ts-travel-service:0.5367614953977856,ts-ticket-office-service:0.5349221792228749,ts-travel2-service:0.5319612392213428,ts-train-food-service:0.5290954623514965,ts-basic-service:0.5252113285787683,ts-rebook-service:0.5104584284551608,ts-route-plan-service:0.5075966403858023,ts-gateway-service:0.5071483588876109,ts-news-service:0.5071238878955319,ts-price-service:0.506852522716403,ts-assurance-service:0.5031700605557212,ts-admin-user-service:0.49107711742523286,ts-contacts-service:0.4849782143868854,ts-food-delivery-service:0.4817936343109014,ts-preserve-other-service:0.48010734224287394,ts-payment-service:0.47661138638213474,ts-admin-basic-info-service:0.4754963330020112,ts-preserve-service:0.472512507443809,ts-admin-travel-service:0.4721150017433411,ts-station-food-service:0.47198719161388564,ts-wait-order-service:0.47183842038067947,ts-station-service:0.46064363663601987,ts-admin-route-service:0.4604410841298312,ts-cancel-service:0.4566529851818803,ts-execute-service:0.4362438759339806,rabbitmq:0.43152930850043825,ts-admin-order-service:0.425153188951197,ts-delivery-service:0.41763749603699707,ts-security-service:0.40473553801876583,ts-notification-service:0.4018478642789697,ts-voucher-service:0.2645318102894867
1752761690,ts3-ts-preserve-service,11,ts-food-service:0.9853620645304326,ts-basic-service:0.9461295334247215,ts-ui-dashboard:0.9271678399694457,federate:0.8144086975737798,:0.814045534149437,ts-order-other-service:0.8002933492493205,ts-user-service:0.7441252854886186,ts-train-service:0.7355473324962104,mysql:0.675791338600247,ts-avatar-service:0.6731234621863186,ts-inside-payment-service:0.6579168171312788,loadgenerator:0.6561053791247461,ts-auth-service:0.6443373519855417,ts-route-service:0.5903915164522766,ts-order-service:0.5741289028482397,ts-travel-plan-service:0.5724126331538564,ts-consign-price-service:0.5648949945967938,ts-travel-service:0.5555498405227154,ts-seat-service:0.5514757346352672,ts-consign-service:0.539587394664264,ts-config-service:0.5296552378833767,ts-ticket-office-service:0.5146938787425202,ts-train-food-service:0.5107058517779428,ts-verification-code-service:0.5068303386866101,ts-gateway-service:0.49717433507212594,ts-rebook-service:0.49235194808087474,ts-news-service:0.4911843109079945,ts-travel2-service:0.49021947349465,ts-price-service:0.4829647419494115,ts-assurance-service:0.4775183010294417,ts-contacts-service:0.47201859308861405,ts-admin-user-service:0.47186565510602924,ts-route-plan-service:0.47137389027745774,ts-preserve-other-service:0.4614812636802431,ts-food-delivery-service:0.46070581313302866,ts-payment-service:0.45472309270696604,ts-admin-travel-service:0.45461896755180975,ts-admin-basic-info-service:0.45061084759139003,ts-wait-order-service:0.45044130956615613,ts-admin-route-service:0.441752581743077,ts-station-service:0.4345847017268981,ts-cancel-service:0.4331895743954293,ts-station-food-service:0.4286077024746464,ts-execute-service:0.4138526801630005,rabbitmq:0.4080907914891081,ts-admin-order-service:0.4005995741681393,ts-notification-service:0.3608301079513,ts-delivery-service:0.33407315286708206,ts-security-service:0.33272893130443326,ts-preserve-service:0.2863597154750118,ts-voucher-service:0.2602950466861649
1752914360,ts1-ts-preserve-service,7,ts-price-service:0.961186254595318,ts-assurance-service:0.9585598454473493,ts-wait-order-service:0.9553508496763281,ts-verification-code-service:0.9537180482352063,ts-preserve-other-service:0.9527625037844449,ts-voucher-service:0.9472996656234074,rabbitmq:0.9427285436684323,ts-route-service:0.9382391282874325,ts-delivery-service:0.932408481557001,ts-train-service:0.9263591537709617,ts-ui-dashboard:0.9262505940067809,ts-station-food-service:0.9252771114922895,mysql:0.9226868932797151,ts-avatar-service:0.9220021608390926,ts-config-service:0.9128490193988258,ts-news-service:0.9111385900226333,ts-execute-service:0.8946460892687864,ts-food-delivery-service:0.88315807224936,ts-admin-basic-info-service:0.8769489483295043,ts-admin-user-service:0.8675220868356027,ts-basic-service:0.8637784209402051,ts-admin-order-service:0.8618043922121803,ts-order-other-service:0.86148264487047,ts-admin-travel-service:0.8593149742077552,ts-admin-route-service:0.8587543186344733,ts-ticket-office-service:0.7977504710694442,ts-route-plan-service:0.5490203911416018,ts-preserve-service:0.49881119404648466,ts-auth-service:0.4890557731968074,loadgenerator:0.44283446153498396,ts-train-food-service:0.42434798397661133,ts-consign-service:0.42161021697003603,ts-station-service:0.41928182333697295,ts-seat-service:0.4144166880179766,ts-payment-service:0.41024729122640535,ts-food-service:0.40148638919291985,ts-consign-price-service:0.3929088551655082,ts-travel-plan-service:0.39085467234216864,ts-travel-service:0.3891556935202225,ts-contacts-service:0.3837965319047389,ts-notification-service:0.3748560116371983,ts-order-service:0.363978959613793,ts-inside-payment-service:0.3620660057892556,ts-travel2-service:0.35897846304271097,ts-security-service:0.351802328826586,ts-rebook-service:0.35127230193921916,ts-cancel-service:0.3427275359527238,ts-user-service:0.33125780317061604,ts-gateway-service:0.30737162093979775,federate:0.2628734237519118,:0.2623973089587545
1752914410,ts1-ts-preserve-service,7,ts-preserve-other-service:0.9766357218921176,ts-wait-order-service:0.9737898916959354,ts-station-food-service:0.9712578350372764,ts-assurance-service:0.9712257712728684,ts-price-service:0.9699658073837422,ts-verification-code-service:0.9689516104293651,ts-voucher-service:0.9663513529078203,ts-route-service:0.9656862686814423,ts-train-service:0.9626095993111757,ts-config-service:0.9616707208657758,ts-news-service:0.9571964928217201,ts-delivery-service:0.9532315526749959,ts-execute-service:0.9522587688265917,ts-food-delivery-service:0.9457872934967513,ts-admin-basic-info-service:0.9452113300323886,ts-ui-dashboard:0.9392350837169459,ts-avatar-service:0.9386981326360623,ts-admin-user-service:0.9377334512203741,ts-admin-order-service:0.9338913184623762,ts-admin-route-service:0.9319473089107496,ts-admin-travel-service:0.9297555355377909,rabbitmq:0.9128204482741846,ts-basic-service:0.8996231816733495,ts-order-other-service:0.8934137619846609,ts-ticket-office-service:0.8744987922648704,mysql:0.8509500412980263,ts-preserve-service:0.6606861150821983,ts-auth-service:0.6066369538914398,ts-route-plan-service:0.5707649271420694,ts-train-food-service:0.559273597492968,ts-payment-service:0.5580380874096297,ts-consign-service:0.5458682255124643,ts-station-service:0.5450195313881421,ts-seat-service:0.5381721194685399,ts-food-service:0.5313341527969802,ts-contacts-service:0.5244227054848698,ts-travel-plan-service:0.5227991297394571,ts-gateway-service:0.5148299139923268,ts-consign-price-service:0.5103155403055638,ts-travel-service:0.5038460054850663,ts-notification-service:0.5030841339852327,ts-rebook-service:0.5000671523239941,ts-user-service:0.49996036492611096,loadgenerator:0.49289030411533297,ts-security-service:0.49159241431652795,ts-cancel-service:0.48913798990826984,ts-travel2-service:0.4814684093011732,ts-order-service:0.4610308652931351,ts-inside-payment-service:0.46083483161738176,federate:0.2393215191083467,:0.2388735124920241
1752914460,ts1-ts-preserve-service,7,ts-preserve-other-service:0.973887533470229,ts-assurance-service:0.9709224070563289,ts-wait-order-service:0.9707089697374018,ts-station-food-service:0.968545015445651,ts-route-service:0.9656149707149775,ts-price-service:0.9646666493750216,ts-verification-code-service:0.9643713156494946,ts-voucher-service:0.9631916757334094,ts-train-service:0.962035349547306,ts-config-service:0.9575877762745262,ts-news-service:0.952555938745553,ts-delivery-service:0.9521074370442857,ts-execute-service:0.9496637900936906,ts-food-delivery-service:0.9456224734786103,ts-admin-basic-info-service:0.9443174960982461,ts-admin-user-service:0.9365913053425281,ts-admin-order-service:0.9342052945646084,ts-avatar-service:0.9336739559247672,ts-admin-route-service:0.9326128830307411,ts-ui-dashboard:0.9308752870814465,ts-admin-travel-service:0.9301260724378344,rabbitmq:0.9068229947171637,ts-basic-service:0.8928258076325188,ts-order-other-service:0.8856752498598484,ts-ticket-office-service:0.8720629487779619,mysql:0.8416970628562418,ts-preserve-service:0.6790343604705831,ts-route-plan-service:0.6668560161268315,ts-auth-service:0.6056265098590126,ts-train-food-service:0.5672460904787986,ts-payment-service:0.5610317572316023,ts-station-service:0.5504843623577704,ts-seat-service:0.5450477395868223,ts-food-service:0.5402426481374636,ts-consign-service:0.5343227749884489,ts-travel-plan-service:0.5328671472602498,ts-contacts-service:0.5274301946296474,ts-gateway-service:0.5219172146895896,ts-consign-price-service:0.5133637554343642,ts-notification-service:0.5088421628265316,ts-travel-service:0.5079606303219409,ts-user-service:0.5061678985370418,ts-rebook-service:0.5057226121846924,ts-security-service:0.49749910109591605,ts-travel2-service:0.4886126058258692,loadgenerator:0.48355340265564445,ts-order-service:0.4684507905829606,ts-inside-payment-service:0.46703368897397357,ts-cancel-service:0.45958242046733444,federate:0.230664419420408,:0.23031027718621427
1753335720,ts1-ts-preserve-service,8,ts-delivery-service:0.7764480805096595,ts-notification-service:0.724920452376518,ts-train-service:0.712666381869328,ts-contacts-service:0.6659469988784796,ts-config-service:0.6607468317525333,ts-ui-dashboard:0.6590167330572398,loadgenerator:0.6479669944603317,ts-admin-route-service:0.6425427255479538,ts-assurance-service:0.6194763756934913,ts-payment-service:0.6084745742787872,ts-admin-user-service:0.6072509063920196,ts-cancel-service:0.5971765781698046,ts-travel-service:0.594692234107208,ts-preserve-other-service:0.5911969759610306,ts-execute-service:0.588494957438426,ts-user-service:0.5832546595757326,ts-station-food-service:0.5774012824217322,ts-admin-basic-info-service:0.576510209474216,ts-admin-travel-service:0.5616107063448794,ts-admin-order-service:0.5581807773166235,ts-station-service:0.5227978144860216,ts-auth-service:0.4962293324509188,ts-food-delivery-service:0.49593495804412313,ts-route-service:0.4905363038688173,ts-food-service:0.46736403969772167,ts-consign-service:0.46063545865837424,ts-order-other-service:0.4581451344103963,ts-train-food-service:0.45656502754981954,ts-rebook-service:0.45215817555781174,ts-avatar-service:0.45104168064376454,:0.44518363219042034,federate:0.44506731747909367,ts-order-service:0.431755865173763,ts-consign-price-service:0.42510965288226266,ts-route-plan-service:0.41741772558607254,ts-seat-service:0.4169420395555151,ts-price-service:0.4006374480809438,ts-verification-code-service:0.3935915206749773,ts-ticket-office-service:0.39353333328101237,rabbitmq:0.391047997455073,mysql:0.3882133584784516,ts-travel-plan-service:0.3848995908604814,ts-news-service:0.383356536229076,ts-preserve-service:0.37637710769764127,ts-security-service:0.3718805791349427,ts-wait-order-service:0.3592186450140886,ts-inside-payment-service:0.3438219027419511,ts-voucher-service:0.3341491770016405,ts-travel2-service:0.3141608403197188,ts-gateway-service:0.2370443142829861,ts-basic-service:0.20359175455481698
1753335770,ts1-ts-preserve-service,8,ts-notification-service:0.9611190358024668,ts-delivery-service:0.957029989576362,ts-order-other-service:0.3975023668843284,loadgenerator:0.3675488380388121,ts-payment-service:0.3673571070190297,ts-train-food-service:0.36641305147344894,ts-config-service:0.3612630982607719,ts-food-service:0.3575462970337434,ts-contacts-service:0.3569854706780594,ts-train-service:0.35696603240700087,ts-user-service:0.34730556784347877,ts-admin-travel-service:0.3417755324602395,ts-food-delivery-service:0.3334992952527928,ts-admin-route-service:0.32975100459265233,ts-preserve-other-service:0.3268066896621312,ts-ui-dashboard:0.3193576580776743,ts-cancel-service:0.31883882184191364,ts-wait-order-service:0.3176128677096196,ts-admin-user-service:0.3174810208516694,ts-admin-basic-info-service:0.315106972162845,ts-admin-order-service:0.3112667214580446,ts-station-service:0.3109184090970955,ts-travel-service:0.3003733057338632,ts-security-service:0.29957482052349504,ts-execute-service:0.2978220179160697,ts-station-food-service:0.29752132420058697,ts-route-service:0.29345086109324886,ts-assurance-service:0.2929887833540304,ts-consign-service:0.27371218447654033,ts-route-plan-service:0.27093228615148435,ts-rebook-service:0.26665683687372044,ts-auth-service:0.26058682549815676,ts-order-service:0.2569044673749631,ts-avatar-service:0.2529435696438855,ts-gateway-service:0.24759100462180747,rabbitmq:0.24201646887166106,ts-consign-price-service:0.22886038628659242,ts-travel-plan-service:0.22509995597463228,ts-verification-code-service:0.22489126867428483,ts-news-service:0.22058136861152772,ts-preserve-service:0.21604503869189534,ts-ticket-office-service:0.20779911132392925,:0.19538703624038384,federate:0.1952508131967528,ts-seat-service:0.18915915530450705,ts-inside-payment-service:0.1820642335824175,mysql:0.17761013479969245,ts-voucher-service:0.17414055146966778,ts-price-service:0.16949010210344248,ts-travel2-service:0.1393158611446757,ts-basic-service:0.06513657287655324
1753335820,ts1-ts-preserve-service,8,ts-notification-service:0.9470862582334804,ts-delivery-service:0.942206281710017,ts-payment-service:0.43450470271840674,ts-config-service:0.4316863842460645,ts-train-food-service:0.4305213780000926,loadgenerator:0.4256427331625517,ts-contacts-service:0.422766928288838,ts-train-service:0.41973863508635606,ts-admin-travel-service:0.4019888587902951,ts-user-service:0.3973190407517805,ts-food-service:0.39033228327727987,ts-food-delivery-service:0.3887718482432309,ts-admin-route-service:0.38815764770614647,ts-preserve-other-service:0.3876418422907483,ts-station-service:0.3801184676570954,ts-wait-order-service:0.3720062012260381,ts-admin-basic-info-service:0.37104123140818435,ts-cancel-service:0.37069047480897377,ts-admin-user-service:0.36961944204418207,ts-route-service:0.35203973382098497,ts-admin-order-service:0.35202723126869934,ts-travel-service:0.3509642434305214,ts-assurance-service:0.3505538705510985,ts-execute-service:0.3411938004901564,ts-station-food-service:0.33883949444430317,ts-order-other-service:0.32855223422965807,ts-route-plan-service:0.3230837312671021,ts-security-service:0.3229204576605064,ts-auth-service:0.31051305608505225,ts-consign-service:0.3096682607910648,ts-avatar-service:0.29744460196379974,ts-rebook-service:0.2958528067931814,ts-order-service:0.29294124099331564,ts-gateway-service:0.2810957068902369,ts-travel-plan-service:0.2696204588454817,ts-consign-price-service:0.2658073148329448,ts-preserve-service:0.252611013668835,rabbitmq:0.25058621108263,ts-verification-code-service:0.24096276587059504,ts-news-service:0.24072392261992814,ts-seat-service:0.23825165633694811,ts-ticket-office-service:0.22993747319397462,ts-ui-dashboard:0.2255191598363072,:0.22387542831863705,federate:0.22359045053466872,ts-inside-payment-service:0.21350906162297845,mysql:0.2041111717075782,ts-price-service:0.19783979354633527,ts-voucher-service:0.1955156349532964,ts-travel2-service:0.15621173701414254,ts-basic-service:0.06506583685253563
1753335870,ts1-ts-preserve-service,8,ts-preserve-other-service:0.9169470327079219,ts-admin-user-service:0.9100936562754811,ts-admin-basic-info-service:0.904821423463949,ts-payment-service:0.884522896608284,ts-admin-route-service:0.8786447779196991,ts-avatar-service:0.8772463088939186,ts-route-service:0.8769523231099348,ts-station-service:0.8699908382751,ts-train-food-service:0.8673318647293495,loadgenerator:0.8653572320298796,ts-cancel-service:0.8649493932381765,ts-food-delivery-service:0.8587062927360838,ts-admin-travel-service:0.8573889470849979,ts-train-service:0.8502889139200451,ts-ui-dashboard:0.8498300223196672,ts-execute-service:0.8377654071519689,ts-wait-order-service:0.8306258431809891,ts-security-service:0.826241947235848,ts-gateway-service:0.8126183156486901,ts-contacts-service:0.8067639090949141,ts-admin-order-service:0.8004924318900162,ts-price-service:0.7969527927735942,ts-travel-plan-service:0.7964806329174041,ts-station-food-service:0.795271161918282,ts-auth-service:0.7877659622071941,ts-preserve-service:0.7807464071925465,ts-consign-price-service:0.7666778928209053,ts-consign-service:0.7650999803080112,ts-order-other-service:0.7640627397692372,ts-config-service:0.7522987317757828,ts-verification-code-service:0.7439818474616291,ts-assurance-service:0.7384563760429348,mysql:0.7201958106466892,ts-rebook-service:0.6947336303154448,:0.6807397068801775,federate:0.680236041100693,ts-voucher-service:0.6658149915447311,ts-route-plan-service:0.65780486977379,ts-inside-payment-service:0.6556293000997275,ts-ticket-office-service:0.6459395860890491,ts-seat-service:0.640796265679052,ts-food-service:0.6371128191841714,ts-travel-service:0.6269822090158877,rabbitmq:0.623062305047027,ts-user-service:0.6201703157654893,ts-basic-service:0.5523883606853033,ts-notification-service:0.5206546277463848,ts-news-service:0.5090119397178293,ts-order-service:0.45664782577851326,ts-travel2-service:0.42896697533323924,ts-delivery-service:0.40754983611422624
1753349690,ts3-ts-food-service,9,ts-food-service:0.8808108409583696,ts-travel-service:0.6735770820292046,ts-route-service:0.6699343606775521,ts-gateway-service:0.6273326318441135,loadgenerator:0.5490467114487356,ts-travel2-service:0.5303963844610405,ts-station-service:0.5268711049365014,ts-consign-price-service:0.5179467152414974,ts-train-service:0.5042788673792988,ts-travel-plan-service:0.5027885211498594,ts-wait-order-service:0.50130442183997,ts-admin-user-service:0.49918992785245375,ts-config-service:0.4852032463213432,ts-security-service:0.4818937327452519,ts-train-food-service:0.4811426873823358,ts-cancel-service:0.4735937196030342,ts-auth-service:0.4710342960379478,ts-route-plan-service:0.47005918994516893,ts-payment-service:0.4662972455287986,ts-preserve-other-service:0.46367136442128254,ts-admin-basic-info-service:0.45510183611784427,ts-ui-dashboard:0.45410484490433767,ts-rebook-service:0.45074779944615123,ts-inside-payment-service:0.4485662442894479,federate:0.4449904809362975,:0.4447358848341125,ts-consign-service:0.44007553780389375,ts-news-service:0.4388180865265975,ts-assurance-service:0.4347980565613354,ts-price-service:0.4339413402573028,ts-contacts-service:0.43039447537380265,mysql:0.42117423412253696,ts-admin-travel-service:0.41751883511901844,ts-execute-service:0.40734861901709235,ts-verification-code-service:0.4020087100449422,ts-order-other-service:0.3889537216128782,ts-seat-service:0.38548792912276797,ts-admin-route-service:0.38067442982466393,ts-preserve-service:0.3708001049459788,ts-user-service:0.3646746230349911,ts-food-delivery-service:0.36379232359847685,ts-basic-service:0.3506073898951436,ts-station-food-service:0.34226810430646576,rabbitmq:0.34000452703901596,ts-ticket-office-service:0.33501424053486195,ts-admin-order-service:0.3304755839274919,ts-order-service:0.2881603363064966,ts-voucher-service:0.24582856078441864,ts-avatar-service:0.20933290361200899,ts-delivery-service:0.12640629299283185,ts-notification-service:0.048262157791156404
1753349740,ts3-ts-food-service,9,loadgenerator:0.8672744678397519,ts-seat-service:0.8335692332618394,ts-station-service:0.8309065572115826,ts-admin-user-service:0.7946912063386207,ts-travel2-service:0.7927455058990747,ts-contacts-service:0.7830019212844456,ts-consign-price-service:0.7758171957979485,ts-route-service:0.775290721590288,ts-wait-order-service:0.7706453086152534,:0.7675928422137268,federate:0.7673380898797951,ts-cancel-service:0.7568529616650596,ts-config-service:0.7563019118874108,ts-consign-service:0.7446337463041814,ts-payment-service:0.7409841252904161,ts-food-service:0.7401949491179967,ts-admin-basic-info-service:0.7364117411745306,ts-preserve-other-service:0.7237457571164727,ts-auth-service:0.723727192156457,ts-inside-payment-service:0.7189942638238909,ts-rebook-service:0.7123722921766701,ts-security-service:0.7110542560802714,ts-execute-service:0.7107590645696722,ts-train-service:0.7063615141006048,ts-food-delivery-service:0.7027788090665852,ts-assurance-service:0.6973686906557172,ts-ui-dashboard:0.696381502019058,mysql:0.6860153242082345,ts-news-service:0.6852463125822179,ts-price-service:0.682619688073594,ts-admin-travel-service:0.6707603824371885,ts-admin-route-service:0.6635328127451816,ts-gateway-service:0.6319478537089724,ts-admin-order-service:0.6140843698904267,ts-preserve-service:0.5996348328219084,ts-train-food-service:0.5925718445834741,ts-user-service:0.585394341190669,ts-verification-code-service:0.5830434123892455,ts-station-food-service:0.5645821398878321,ts-route-plan-service:0.5373428703882602,ts-travel-service:0.5362975969053725,ts-order-other-service:0.5323600347881248,ts-travel-plan-service:0.5273068154678852,ts-ticket-office-service:0.524674369333852,rabbitmq:0.5182831344550718,ts-voucher-service:0.4141532305763789,ts-order-service:0.4118314031918138,ts-basic-service:0.3807381076722596,ts-avatar-service:0.3805392199105279,ts-delivery-service:0.1474148414987018,ts-notification-service:0.08599658527283087
1753349790,ts3-ts-food-service,9,ts-train-service:0.9109591391633955,ts-config-service:0.9105848250108391,ts-user-service:0.8943728738947649,ts-travel-service:0.8938726588583427,ts-ui-dashboard:0.880705382779047,ts-seat-service:0.8583784437105304,ts-route-plan-service:0.8222450419582897,ts-consign-service:0.8108895872742853,ts-assurance-service:0.8033898074459311,ts-auth-service:0.7984994079179049,ts-payment-service:0.7937032715090967,ts-contacts-service:0.7791055363164923,loadgenerator:0.7724902514638847,ts-station-food-service:0.7619681269965287,ts-inside-payment-service:0.7561075344083268,ts-admin-route-service:0.7535448758274048,:0.7526125799972638,federate:0.7523642742650536,ts-order-other-service:0.7474883382459068,ts-food-service:0.7221467813190399,ts-preserve-service:0.70921230573463,ts-preserve-other-service:0.7004825739524078,ts-cancel-service:0.6830103000592241,ts-admin-basic-info-service:0.6812694750465864,ts-security-service:0.6760034700646265,ts-admin-user-service:0.6759616990555128,ts-station-service:0.647269704652246,ts-price-service:0.6437323974785365,ts-admin-travel-service:0.6333297290243933,ts-consign-price-service:0.6310315890309572,ts-rebook-service:0.6282386802337193,ts-route-service:0.6188117265601577,mysql:0.611125583342545,ts-food-delivery-service:0.6081472307069777,ts-wait-order-service:0.5982671814407758,ts-verification-code-service:0.5718072468795365,ts-execute-service:0.5621943284711628,ts-news-service:0.5591424095649962,ts-travel-plan-service:0.5455542178916535,ts-gateway-service:0.5347961106570015,ts-voucher-service:0.5099872258015344,ts-train-food-service:0.5083838326036094,ts-avatar-service:0.4963221913471988,ts-ticket-office-service:0.4840960973978962,ts-admin-order-service:0.47277833418716164,ts-order-service:0.40715041772874977,ts-basic-service:0.3874614474480084,ts-travel2-service:0.38417756909471745,rabbitmq:0.3493203348881471,ts-delivery-service:0.22884685109105604,ts-notification-service:0.13414272134500443
1753349840,ts3-ts-food-service,9,ts-ui-dashboard:0.9108672247029637,ts-preserve-service:0.902588958431503,ts-consign-price-service:0.8627804389244436,:0.8459919185074328,loadgenerator:0.845384796822428,federate:0.8453549054372371,ts-station-service:0.8429943781851313,ts-inside-payment-service:0.834919984291508,ts-order-other-service:0.8325999565705121,ts-price-service:0.8282860715600194,ts-route-service:0.826065618892669,ts-admin-user-service:0.8087299837728963,ts-train-service:0.8013379584518439,ts-cancel-service:0.8008348625938625,ts-preserve-other-service:0.7940786491057485,ts-assurance-service:0.7904495009815538,ts-admin-basic-info-service:0.7774713193476375,ts-rebook-service:0.7681867910599381,ts-config-service:0.7630116774877108,ts-seat-service:0.75407204244227,ts-wait-order-service:0.7487660272505066,ts-admin-route-service:0.7406372197664324,ts-payment-service:0.7330024670077239,ts-user-service:0.7257770592225946,ts-contacts-service:0.7249435170350712,ts-auth-service:0.7242634928245,ts-food-delivery-service:0.7241588549991911,ts-consign-service:0.7069344603184431,ts-execute-service:0.6967662855609065,mysql:0.6948691716507887,ts-verification-code-service:0.6880822131844492,ts-news-service:0.68745240314233,ts-station-food-service:0.6763023878952932,ts-admin-travel-service:0.675916729580132,ts-security-service:0.6738174733775606,ts-food-service:0.6707542804134987,ts-train-food-service:0.6699122498978266,ts-route-plan-service:0.6620259462909466,ts-gateway-service:0.6547954447365432,ts-basic-service:0.6494596648626196,ts-travel-plan-service:0.6314333327039267,ts-admin-order-service:0.5948398514302442,ts-travel-service:0.5920566248817134,ts-ticket-office-service:0.5336271610650362,ts-voucher-service:0.5272728229574335,ts-travel2-service:0.5062322793469951,ts-avatar-service:0.4769762453053488,rabbitmq:0.47127021978604666,ts-notification-service:0.4040764867226747,ts-delivery-service:0.37788011424870394,ts-order-service:0.32674683971067
1752908100,ts2-ts-food-service,6,ts-ui-dashboard:0.939561207165156,ts-user-service:0.8744969468391466,ts-preserve-service:0.8680439752080782,ts-seat-service:0.831091855344829,ts-inside-payment-service:0.8299709776834578,ts-travel-plan-service:0.8224979603321888,ts-train-service:0.8065514450221752,ts-food-service:0.8055297721977654,ts-route-service:0.8036023969091285,ts-consign-price-service:0.7966328548414996,ts-route-plan-service:0.7939634842133263,ts-verification-code-service:0.7897302464528163,ts-order-other-service:0.7883623532913003,ts-station-service:0.7664433737027028,ts-news-service:0.7574400842575553,ts-avatar-service:0.7568190617530133,ts-ticket-office-service:0.7538136763574373,ts-consign-service:0.7506110199755952,ts-gateway-service:0.7420750301284456,ts-security-service:0.7325711178911709,ts-voucher-service:0.7307853488496272,ts-contacts-service:0.7259858874896887,ts-admin-travel-service:0.7238763506359666,ts-payment-service:0.7216282940024208,ts-wait-order-service:0.7214258742650872,ts-basic-service:0.7175935789726029,ts-admin-user-service:0.7149777208752908,ts-admin-route-service:0.7113167855830933,ts-preserve-other-service:0.7065701296781665,ts-assurance-service:0.6918214750427911,ts-rebook-service:0.686379505561987,ts-execute-service:0.6825020098158292,ts-config-service:0.6817152478793246,loadgenerator:0.679915796791997,ts-auth-service:0.6766120281923241,federate:0.6705803426482445,:0.6699641832950569,ts-cancel-service:0.6679798717986817,ts-travel2-service:0.650402504485123,ts-station-food-service:0.6427838594429105,ts-price-service:0.6384274108069454,ts-travel-service:0.6356144765357563,ts-notification-service:0.6354136072562415,ts-admin-order-service:0.5935455615543863,ts-food-delivery-service:0.5839143238263553,ts-admin-basic-info-service:0.5775292760418289,ts-order-service:0.5775062515204346,mysql:0.5476682276845857,rabbitmq:0.5464418960799993,ts-delivery-service:0.5205622424630567,ts-train-food-service:0.48607382438951696
1752908150,ts2-ts-food-service,6,ts-ui-dashboard:0.9549893159179657,ts-preserve-service:0.9461026259649082,loadgenerator:0.8047757111851859,federate:0.7724458605761695,:0.7713015249163325,ts-user-service:0.7656238431702445,ts-order-other-service:0.6931579424372876,ts-seat-service:0.6633413523684406,mysql:0.6412172383905534,ts-travel-plan-service:0.639934215903102,ts-train-service:0.6361533506601218,ts-verification-code-service:0.6339444308648458,ts-inside-payment-service:0.6211305635657253,ts-food-service:0.6159998765289323,ts-route-plan-service:0.6069000064134406,ts-avatar-service:0.6058294550284667,ts-consign-price-service:0.604550521132094,ts-news-service:0.5851608471445326,ts-route-service:0.5802206847261929,ts-auth-service:0.5793565218013214,ts-ticket-office-service:0.5626017360744814,ts-voucher-service:0.5613081661952656,ts-travel2-service:0.5611444153212355,ts-station-service:0.5580658054563137,ts-consign-service:0.5544431993908513,ts-security-service:0.55276870525879,ts-gateway-service:0.5502019044266379,ts-preserve-other-service:0.5345780792579968,ts-contacts-service:0.5257577224866165,ts-admin-travel-service:0.5228104896280584,ts-assurance-service:0.5188939472021333,ts-admin-user-service:0.5171083586336634,ts-payment-service:0.5041921012181089,ts-price-service:0.5000003236033088,ts-config-service:0.4987173189984562,ts-admin-route-service:0.4942923302750774,ts-wait-order-service:0.49019537968619853,ts-execute-service:0.48723539148802675,ts-rebook-service:0.48608725237155936,ts-cancel-service:0.4793970206840287,ts-station-food-service:0.47297105700314973,ts-order-service:0.44979564492330204,ts-notification-service:0.4491832285609356,rabbitmq:0.4361604781187728,ts-travel-service:0.4305190845322514,ts-basic-service:0.4209325251882543,ts-food-delivery-service:0.41398819763600314,ts-admin-order-service:0.4126923075204695,ts-admin-basic-info-service:0.40470930468058314,ts-delivery-service:0.36653933513741443,ts-train-food-service:0.2632501429719486
