timestamp,level,cmdb_id,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46
1651877333,pod,currencyservice-0,Kubernetes Container CPU Load,adservice2-0:0.5982761814857281,cartservice-0:0.5249643560387617,currencyservice2-0:0.511858854254775,productcatalogservice2-0:0.48003231567298155,checkoutservice-1:0.4796235408133433,checkoutservice2-0:0.4357010777456432,cartservice-1:0.39708183033183025,recommendationservice2-0:0.3969259998405756,cartservice2-0:0.39514169938861404,shippingservice2-0:0.38473256194985733,emailservice2-0:0.37707410750569786,currencyservice-1:0.3736998733199423,checkoutservice-2:0.37215086926549573,productcatalogservice-2:0.3649936708610073,cartservice-2:0.36485964840551594,adservice-0:0.36137334696048956,adservice-1:0.3606625869784095,currencyservice-0:0.36065643003036607,currencyservice-2:0.3555437074650658,paymentservice2-0:0.35391623252732834,adservice-2:0.3390457948106713,checkoutservice-0:0.3307150505894108,emailservice-2:0.32624104422216077,productcatalogservice-1:0.3094698534053852,frontend2-0:0.3035048594421932,shippingservice-2:0.3017865039828614,productcatalogservice-0:0.3006870308424751,shippingservice-0:0.28774608936338625,shippingservice-1:0.27030317142000304,frontend-2:0.23641410676760558,recommendationservice-2:0.23336846385945767,emailservice-0:0.22641153284901727,paymentservice-2:0.22622891864721117,recommendationservice-1:0.2135500179583891,recommendationservice-0:0.20266659324121575,emailservice-1:0.20252000631910336,paymentservice-0:0.17383682677387438,paymentservice-1:0.17059136107890385,frontend-1:0.11686203657279091,frontend-0:0.10017995599642342,node-3:0.07165825050816878,node-5:0.060618564277296734,node-6:0.03928397895641375,node-4:0.03761472975389838,node-2:0.019700318084088234,node-1:0.016226399936851155
1651880837,service,productcatalogservice,Kubernetes Container Network Latency,productcatalogservice-2:0.9344381089311516,productcatalogservice-1:0.9278310721106536,productcatalogservice-0:0.8325305058878025,emailservice-2:0.8229378902210436,emailservice-1:0.7287299216869453,checkoutservice-1:0.7162978408226882,emailservice-0:0.7000105381931511,paymentservice-2:0.6476757496024815,shippingservice-0:0.6443898277683426,emailservice2-0:0.6431605251305365,checkoutservice-0:0.6153719644290835,checkoutservice-2:0.6070687445195669,shippingservice2-0:0.5866371432155457,cartservice-2:0.5588994835984674,currencyservice2-0:0.5587681260574359,paymentservice-1:0.5520300330633597,cartservice2-0:0.5483238179728492,recommendationservice2-0:0.5428060718638961,paymentservice2-0:0.5394668634527225,productcatalogservice2-0:0.5391378195825879,frontend-2:0.5279869570543028,frontend2-0:0.5181310292785947,checkoutservice2-0:0.5122473547358781,frontend-1:0.5083265796929747,recommendationservice-0:0.5060764160584209,recommendationservice-2:0.503706692038168,adservice-1:0.47711570910014145,recommendationservice-1:0.4638088332769574,adservice-2:0.4618191358906447,adservice2-0:0.45442436998108576,frontend-0:0.44038073947974504,paymentservice-0:0.40107056726000323,currencyservice-2:0.39595715519501834,currencyservice-1:0.3721468279451475,shippingservice-1:0.3627309237855858,adservice-0:0.3494372331384574,shippingservice-2:0.31799502801920204,cartservice-1:0.29347884216574044,cartservice-0:0.2791453815742195,currencyservice-0:0.2666662559305965,node-5:0.012887732021255165,node-6:0.010336941899860964,node-4:0.0073401087517654855,node-2:0.003527958116619458,node-1:0.002742432764475118,node-3:0.002736607439860398
1651884469,pod,emailservice-1,Kubernetes Container Network Packet Loss,shippingservice-2:0.4289004200405436,emailservice2-0:0.4106965387685482,checkoutservice2-0:0.3555957578202246,productcatalogservice-0:0.34854667804457634,adservice2-0:0.3251699926281958,checkoutservice-0:0.31307792173819593,emailservice-1:0.2976622705085597,emailservice-0:0.29394704079352946,checkoutservice-2:0.2902443522587024,cartservice-2:0.2728618861864509,cartservice2-0:0.2721204779830713,adservice-0:0.2709250592976605,currencyservice-1:0.26969225650077955,productcatalogservice-2:0.26886530734919606,paymentservice2-0:0.25734439209766075,shippingservice2-0:0.25355456405419535,emailservice-2:0.25199802873936245,adservice-1:0.24638781779120067,currencyservice-2:0.246000132918465,recommendationservice-2:0.24592148144260062,shippingservice-0:0.24356333051299295,recommendationservice-1:0.23961198483790155,checkoutservice-1:0.2315357220378557,productcatalogservice2-0:0.22928077050690152,productcatalogservice-1:0.21341447404173883,frontend-1:0.20308455053620733,shippingservice-1:0.20151847423486216,frontend2-0:0.19551380826800302,paymentservice-1:0.18832906732005558,cartservice-0:0.18405478475590156,adservice-2:0.17203423862585118,currencyservice2-0:0.1698422189154374,frontend-0:0.1620244671712449,paymentservice-2:0.1517305894193294,recommendationservice2-0:0.1457142716039796,currencyservice-0:0.13153466861340216,cartservice-1:0.13024841689653607,recommendationservice-0:0.10729638407830484,frontend-2:0.09906765145145106,paymentservice-0:0.0931594429525543,node-3:0.03912514668071996,node-2:0.037692914603658825,node-5:0.02546988036401779,node-6:0.0233014929479952,node-4:0.02262825673666273,node-1:0.019297588902705994
1651885258,node,node-6,Node Disk Space Consumption,node-5:0.3252475940735457,node-6:0.3216607585514555,node-4:0.2997326232303708,node-3:0.2970577546191096,frontend2-0:0.27007492229855595,node-2:0.26478166462661007,paymentservice2-0:0.2611739885029864,emailservice-2:0.23895997121892412,node-1:0.2380461818069259,checkoutservice2-0:0.23341286134602623,shippingservice2-0:0.21754402572271636,frontend-2:0.19166787691226325,checkoutservice-2:0.18423396993207974,checkoutservice-1:0.17750219514102059,shippingservice-0:0.1539032281237786,frontend-0:0.14139389505675365,currencyservice-0:0.13910641122286704,frontend-1:0.13854763945937618,cartservice-0:0.13534731707394398,shippingservice-2:0.13082050597846043,emailservice2-0:0.12997539595500626,checkoutservice-0:0.1245793198411891,shippingservice-1:0.12409337558080942,currencyservice-1:0.11614189034941959,currencyservice2-0:0.11455442455392277,productcatalogservice-2:0.1110645420920136,adservice-1:0.10551264695987671,adservice2-0:0.10219552076761397,adservice-0:0.09989272787645403,recommendationservice2-0:0.09727203055394827,cartservice-1:0.09192774523189119,currencyservice-2:0.0868109453883976,emailservice-1:0.0864514835582974,recommendationservice-0:0.08644949697964133,productcatalogservice2-0:0.08062193010282744,productcatalogservice-1:0.08008753737597106,cartservice2-0:0.07569014999478917,adservice-2:0.06887724494864546,paymentservice-2:0.06822099796822306,paymentservice-0:0.06479868200022267,cartservice-2:0.06223298351686705,recommendationservice-2:0.06151849120353975,productcatalogservice-0:0.05540671535880055,paymentservice-1:0.055336485646886945,recommendationservice-1:0.05263895595898768,emailservice-0:0.034906298192590564
1651885771,service,cartservice,Kubernetes Container Network Latency,frontend2-0:0.5512747517156364,productcatalogservice-0:0.545224107923338,productcatalogservice-1:0.5388169286336163,frontend-2:0.520551961717636,emailservice-1:0.5082881289983874,frontend-1:0.5023219712203704,frontend-0:0.4939890262774799,cartservice-0:0.48624879036755936,checkoutservice-1:0.4820804842902467,cartservice-2:0.48193599819680677,cartservice-1:0.4801599453619048,productcatalogservice2-0:0.46943768266342206,cartservice2-0:0.4578562892193921,shippingservice-1:0.4223414136021686,productcatalogservice-2:0.4076617148654451,checkoutservice-0:0.38811393433036806,checkoutservice-2:0.3490683286892318,emailservice2-0:0.3181621503759044,shippingservice2-0:0.30716030610092177,currencyservice-2:0.302258752774204,adservice2-0:0.2875909492433228,currencyservice-1:0.2660084365561582,paymentservice2-0:0.26583745033541234,shippingservice-0:0.2490300863864888,paymentservice-2:0.24894536562969827,checkoutservice2-0:0.2486469914814182,shippingservice-2:0.22491744101330682,emailservice-2:0.21095856858300843,currencyservice-0:0.1583124805422144,node-2:0.14853365165691385,node-6:0.14768297566909608,adservice-0:0.13235332093365856,node-4:0.1256485686080181,adservice-2:0.12073180046321635,node-3:0.11182642944439623,adservice-1:0.09794007418450029,recommendationservice2-0:0.08652673415304651,node-5:0.08571995659151732,recommendationservice-2:0.08438835496891983,currencyservice2-0:0.08391687843593658,recommendationservice-0:0.08292341157376026,paymentservice-0:0.07964886011740432,recommendationservice-1:0.07856548270733738,paymentservice-1:0.069579746695481,emailservice-0:0.06879308455997152,node-1:0.045151840333676085
1651889566,service,recommendationservice,Kubernetes Container Memory Load,recommendationservice-1:0.5723336574557029,recommendationservice2-0:0.48251865594766424,recommendationservice-0:0.47087968360517474,recommendationservice-2:0.4707074283860296,productcatalogservice-0:0.41031609196564406,productcatalogservice-1:0.40049595055142606,adservice-2:0.38300498949069267,currencyservice-0:0.37407716099424343,frontend2-0:0.37095036667794673,checkoutservice-0:0.3661387526590943,checkoutservice-1:0.35914590750046393,currencyservice-1:0.3529544472110735,paymentservice2-0:0.34688845418903247,productcatalogservice2-0:0.3415694326771915,currencyservice2-0:0.3343181556944981,shippingservice-0:0.3339348949718017,shippingservice2-0:0.32010806234923606,adservice2-0:0.30788344034212584,productcatalogservice-2:0.3061251222682559,cartservice-0:0.29582235205617596,frontend-1:0.2952670849290275,frontend-2:0.29504426109616166,cartservice2-0:0.2938803182123105,adservice-0:0.2652255290204524,cartservice-2:0.2610335431523018,frontend-0:0.25182295151763306,currencyservice-2:0.23679641064963386,shippingservice-1:0.22298682928345318,checkoutservice-2:0.20383864171890606,shippingservice-2:0.1891726464473804,cartservice-1:0.17520920549392982,emailservice-2:0.16185368778253476,emailservice-0:0.13456438726456885,emailservice2-0:0.13120434477960083,checkoutservice2-0:0.12123912459508829,adservice-1:0.11291165857530966,paymentservice-2:0.06581579003884215,paymentservice-0:0.056571278308523425,node-6:0.05524891323664293,node-1:0.04962610429464135,node-4:0.04824416604592871,node-2:0.047191677929168695,emailservice-1:0.04114927053446372,paymentservice-1:0.036639872610600054,node-5:0.02461344237715633,node-3:0.015691442701515127
1651891523,service,recommendationservice,Kubernetes Container Write I/O Load,recommendationservice-1:0.7604511991579442,recommendationservice-2:0.745956240960748,recommendationservice-0:0.7379741716840514,recommendationservice2-0:0.6999534430506339,currencyservice-0:0.4357681149391986,currencyservice2-0:0.4334790558902137,frontend-2:0.41223411490336087,shippingservice-1:0.40215531644351676,currencyservice-2:0.36764519265404766,productcatalogservice2-0:0.36298089730558525,productcatalogservice-1:0.34387363670566756,adservice-0:0.33230241841099906,productcatalogservice-2:0.32263762982865934,checkoutservice-2:0.3204279613792682,adservice-2:0.3189419552494253,emailservice-0:0.3169947712845629,emailservice-1:0.3097904617548303,frontend2-0:0.29514774563328,emailservice2-0:0.2933991460688378,shippingservice-2:0.2907096280852292,shippingservice-0:0.2893257316918804,emailservice-2:0.27323707211423054,checkoutservice-1:0.26480821311269637,checkoutservice2-0:0.26455776559655925,cartservice-1:0.26055052884811575,adservice-1:0.2332630186909094,node-5:0.23063503793439333,cartservice-0:0.2275757606968278,checkoutservice-0:0.21618752846217185,productcatalogservice-0:0.21470016277168746,frontend-1:0.20044545525453575,frontend-0:0.1948642799258925,paymentservice2-0:0.17882006509442763,shippingservice2-0:0.1667889682464837,cartservice-2:0.1507885983907001,paymentservice-2:0.14858427101848032,adservice2-0:0.147063404755948,paymentservice-1:0.14381849827389392,currencyservice-1:0.1435570730178655,cartservice2-0:0.14187967669630983,node-2:0.12800184193910483,node-1:0.1012491005240389,node-3:0.09780105923942788,node-4:0.08786848013913214,paymentservice-0:0.08762758234336483,node-6:0.03313094338095363
1651891895,node,node-4,Node CPU Spiking,checkoutservice-2:0.37331995823502123,frontend-1:0.3281325008952663,productcatalogservice2-0:0.31298857771817246,recommendationservice-0:0.2942411308505113,shippingservice-2:0.2937147398433327,paymentservice2-0:0.29009463489983844,checkoutservice-1:0.28895934696626396,recommendationservice-1:0.2861547560673093,recommendationservice-2:0.28533987352875073,shippingservice-0:0.2739254454158492,currencyservice-1:0.26153012955277394,emailservice-1:0.25388561524512915,productcatalogservice-1:0.2531794574662904,adservice-0:0.2485520689283207,currencyservice-2:0.24713138572312765,cartservice-2:0.2443453190059389,currencyservice-0:0.24416491613464242,frontend-2:0.24399176367155684,recommendationservice2-0:0.23822136681100833,adservice-1:0.23798349018172518,cartservice-0:0.23787932888701904,productcatalogservice-2:0.23760010247724997,checkoutservice-0:0.2368718012260207,shippingservice-1:0.23630222211066831,frontend-0:0.2342264260794037,cartservice-1:0.22639183776707697,adservice-2:0.22051127078725621,checkoutservice2-0:0.22009025196134915,node-4:0.20842540377552207,currencyservice2-0:0.20634420190300995,emailservice2-0:0.20130118664400054,shippingservice2-0:0.1968340970766719,frontend2-0:0.19319923549739249,emailservice-0:0.19213204443162243,cartservice2-0:0.19123201900141693,node-1:0.17173728566794935,emailservice-2:0.16461072557229114,paymentservice-1:0.16348173941864294,paymentservice-0:0.161185919767088,node-5:0.15753017532410993,productcatalogservice-0:0.1571726965567685,adservice2-0:0.14980532133709074,node-2:0.145959394272786,node-3:0.12946099312635798,paymentservice-2:0.1274559812914424,node-6:0.09297165068723108
1651896807,node,node-6,Node Disk Read I/O Consumption,node-6:0.5432475008954168,node-4:0.43011830357540837,node-2:0.3752402180623739,node-3:0.29197286309349824,node-5:0.17659258673949765,node-1:0.17536240379241197,adservice2-0:0.1371983460728098,frontend2-0:0.11118547624966917,frontend-2:0.1095442741600156,adservice-1:0.10952824770696111,adservice-0:0.10947310700536285,frontend-1:0.09709904522802147,recommendationservice-2:0.09094207417833133,adservice-2:0.08874647977084825,productcatalogservice-0:0.08058005482974459,checkoutservice-1:0.08045263051252101,cartservice-2:0.07272366222092207,frontend-0:0.07169648388408495,shippingservice-2:0.07046436098287305,checkoutservice-0:0.0683113493792747,paymentservice-2:0.06650855277346006,cartservice2-0:0.06462241413276391,emailservice2-0:0.0608346032601351,shippingservice-0:0.05686763271557734,productcatalogservice-1:0.056031516986105645,productcatalogservice-2:0.05491267524511653,emailservice-2:0.05417217632476024,emailservice-1:0.05210276384216475,recommendationservice-0:0.051775317455525355,paymentservice-1:0.049350361302552305,currencyservice-2:0.047882828820316435,emailservice-0:0.047405623817643815,productcatalogservice2-0:0.04678024875560735,recommendationservice-1:0.04526100040132422,checkoutservice-2:0.04486585533696541,recommendationservice2-0:0.04483096623650107,shippingservice-1:0.0446568193885781,paymentservice-0:0.04388372082437386,cartservice-0:0.04193530809916835,shippingservice2-0:0.04076742485917544,currencyservice-1:0.04031385564015079,currencyservice-0:0.03885538891691168,checkoutservice2-0:0.03710064986073416,cartservice-1:0.03510703254422094,currencyservice2-0:0.025195285071588105,paymentservice2-0:0.02255501492805867
1651897275,service,currencyservice,Kubernetes Container Memory Load,currencyservice-0:0.6803072074467419,currencyservice-1:0.6651437386433375,currencyservice-2:0.6638276449694345,currencyservice2-0:0.6021716643300825,paymentservice-1:0.3976665325299722,cartservice-0:0.3792339018436716,adservice-1:0.3754621106037442,frontend-1:0.3671423519815565,cartservice-2:0.3608997570199028,paymentservice-2:0.34540621683504674,cartservice2-0:0.34489603015391995,checkoutservice-0:0.3445407075646665,frontend2-0:0.3190359232282353,frontend-0:0.3003170923479022,cartservice-1:0.2977217602279692,adservice-2:0.29458839553368293,shippingservice2-0:0.2927059927561282,paymentservice-0:0.28329891621673,checkoutservice-1:0.27560860979806373,checkoutservice-2:0.26853983453633273,adservice2-0:0.26610890422725747,emailservice-2:0.26259652798683036,frontend-2:0.2593070915769817,shippingservice-0:0.25843476617091715,checkoutservice2-0:0.25541027858766807,shippingservice-1:0.24120676135470864,adservice-0:0.23879967571767083,shippingservice-2:0.18653415210968613,productcatalogservice2-0:0.17950641295272016,paymentservice2-0:0.16204904748845644,productcatalogservice-0:0.15226596119272867,emailservice-1:0.1509418219488254,productcatalogservice-2:0.13914000207562463,productcatalogservice-1:0.12326681889338692,emailservice2-0:0.12005872819042006,emailservice-0:0.11741125739077524,recommendationservice2-0:0.11355109786018376,recommendationservice-0:0.10415473913919737,recommendationservice-2:0.08865438567612001,recommendationservice-1:0.0779268324077337,node-5:0.010699484257996439,node-3:0.0015011671230182515,node-6:0.0008670398066751971,node-4:0.00033529763685794504,node-1:5.079779908346791e-05,node-2:5.011965548923277e-05
1651899367,pod,recommendationservice-1,Kubernetes Container CPU Load,checkoutservice-2:0.5290220106666096,recommendationservice-1:0.526418027104348,checkoutservice2-0:0.48711441756321,frontend-0:0.48538065513982503,emailservice2-0:0.45085986164183595,checkoutservice-1:0.4477837927223452,frontend-2:0.43685779175982953,frontend-1:0.43030457128754335,frontend2-0:0.39632089992406233,checkoutservice-0:0.38732498477522276,adservice-2:0.37055050147081214,emailservice-1:0.3660875168788041,paymentservice-1:0.32622163229450546,currencyservice-2:0.32022424667176425,cartservice-0:0.30560908155555966,emailservice-2:0.29450811918056014,shippingservice2-0:0.29202149743038613,productcatalogservice-1:0.28909694735007246,cartservice2-0:0.28715542891593077,shippingservice-0:0.28586483225322673,paymentservice2-0:0.2793119573854433,currencyservice-1:0.26390293872333975,cartservice-1:0.2636804638747077,shippingservice-1:0.26230436725237344,shippingservice-2:0.2611591066508889,emailservice-0:0.26095798087282723,adservice-0:0.24784733906618983,productcatalogservice-2:0.24477447323574772,adservice-1:0.23945622195827898,paymentservice-0:0.23347430312971995,adservice2-0:0.22604520383619967,currencyservice-0:0.2136740578545743,recommendationservice-0:0.19436353082843938,paymentservice-2:0.18947335357921205,productcatalogservice-0:0.18376005942065934,cartservice-2:0.15780273982600965,productcatalogservice2-0:0.1468016012421738,currencyservice2-0:0.1396489135822551,recommendationservice-2:0.1285386084548279,node-2:0.11546248480366718,node-3:0.10942841310850056,node-5:0.10634510561343809,node-1:0.09869727529788314,recommendationservice2-0:0.094447944457634,node-6:0.08262452524926579,node-4:0.05030026615511341
1651900839,node,node-5,Node Memory Consumption,node-3:0.3620589332631495,node-5:0.24212561999838278,node-4:0.2017130082942514,productcatalogservice2-0:0.18520464779856735,adservice-0:0.1634208209501931,shippingservice2-0:0.16104651083984764,frontend-2:0.15321599650040083,frontend-1:0.14224525148398462,checkoutservice-2:0.14215322985596318,shippingservice-0:0.1368927169304612,emailservice-0:0.12963091861990284,frontend-0:0.1276662585975569,recommendationservice-1:0.12095227122026075,adservice-2:0.12066390671796291,recommendationservice-2:0.11875681847433767,currencyservice2-0:0.11110311960706241,productcatalogservice-0:0.10712537643821202,productcatalogservice-2:0.10192471469134907,productcatalogservice-1:0.09216116300562704,checkoutservice2-0:0.09152726864374493,node-2:0.08779878297341681,node-6:0.07721186659470243,node-1:0.0741102825603258,currencyservice-0:0.0673487938690827,currencyservice-2:0.06728909220085359,recommendationservice2-0:0.06606442667384312,frontend2-0:0.06460504610831759,shippingservice-1:0.05948583546051467,cartservice-1:0.05673360005161792,currencyservice-1:0.05578002372115589,emailservice2-0:0.051846825917515084,cartservice-0:0.05142156351458408,checkoutservice-1:0.05060440052197271,recommendationservice-0:0.048892075130733514,emailservice-2:0.04881723476473792,paymentservice-1:0.04720853688677909,paymentservice-0:0.04716826238633046,paymentservice-2:0.0467727515936695,adservice2-0:0.04522873929578578,cartservice2-0:0.04325597897617434,shippingservice-2:0.04272621474332002,cartservice-2:0.0399416372360465,paymentservice2-0:0.03907094733476197,checkoutservice-0:0.03828551268455994,emailservice-1:0.03627704932998304,adservice-1:0.034421699700030124
1651904204,node,node-3,Node CPU Spiking,node-3:0.4500507192257343,checkoutservice-1:0.28536722164168077,checkoutservice-0:0.2767889890731336,checkoutservice-2:0.27620684362512843,node-5:0.268497040181319,checkoutservice2-0:0.25308400779123,cartservice-2:0.24214679214715076,shippingservice-1:0.23864675146222739,currencyservice-2:0.23097639442080328,shippingservice-2:0.22816829804691285,frontend2-0:0.21621192749457194,adservice2-0:0.21277134232451334,node-4:0.202038981514261,frontend-2:0.19696316006122896,emailservice2-0:0.19317315981564578,paymentservice-2:0.18881260969040614,adservice-2:0.1819521348444261,shippingservice-0:0.17960166280873693,node-2:0.17776800826834618,recommendationservice-2:0.17675791147592346,cartservice2-0:0.1763641054045545,adservice-0:0.17533603455147692,frontend-0:0.15992138008400003,cartservice-0:0.15860173725827534,adservice-1:0.1558891792863381,frontend-1:0.14840819822119522,emailservice-2:0.14748295934864386,paymentservice2-0:0.14661094164119207,emailservice-0:0.14420331835848943,node-1:0.13978115244433367,recommendationservice2-0:0.13882641555332395,currencyservice-1:0.13700684897412502,emailservice-1:0.1366064658539911,cartservice-1:0.13448630798955116,shippingservice2-0:0.13154285472383365,paymentservice-0:0.13025401864810096,productcatalogservice-1:0.12279148575947511,productcatalogservice-2:0.12204133614985498,paymentservice-1:0.11753782351374038,node-6:0.11695987272392178,recommendationservice-0:0.10237794630682913,currencyservice-0:0.10194618414025612,recommendationservice-1:0.09963627764239308,productcatalogservice2-0:0.09718487498161472,productcatalogservice-0:0.09300887225660505,currencyservice2-0:0.08581094940538414
1651904895,service,productcatalogservice,Kubernetes Container Process Termination,productcatalogservice-1:0.5204407522070985,productcatalogservice-0:0.5075792102582412,productcatalogservice-2:0.5045658309210639,productcatalogservice2-0:0.47729312034821597,checkoutservice-1:0.448887823118584,checkoutservice-0:0.41788417519337084,frontend2-0:0.40120852042596816,checkoutservice2-0:0.35778561027937106,adservice2-0:0.3239779136677917,cartservice-2:0.31570801557906963,frontend-0:0.31499147822209295,cartservice2-0:0.3101642905035021,cartservice-0:0.310124262504833,frontend-1:0.30885087971088604,checkoutservice-2:0.3053325320982805,adservice-2:0.29850229066487927,adservice-1:0.2959698876049454,shippingservice-2:0.28066860409373506,emailservice2-0:0.2727137325508116,shippingservice-0:0.2577664834770653,frontend-2:0.2570875254094207,shippingservice-1:0.2539235214135902,paymentservice2-0:0.23789984222526916,paymentservice-2:0.20715105516566013,shippingservice2-0:0.20371862208878763,emailservice-0:0.19762931086640623,paymentservice-1:0.19738853446101923,paymentservice-0:0.19194519772557328,adservice-0:0.1873618764539271,cartservice-1:0.1714213678784624,currencyservice-1:0.16135785257794652,emailservice-2:0.1534749073244439,emailservice-1:0.13565930097361786,currencyservice-2:0.12141312356960528,currencyservice-0:0.11564599527632995,recommendationservice-1:0.11011880260358059,recommendationservice-2:0.10540329648276729,recommendationservice2-0:0.1047924721818954,recommendationservice-0:0.10160461899513451,currencyservice2-0:0.09042536261041205,node-3:0.024099702899099813,node-2:0.02072517542873684,node-5:0.020436048696753428,node-6:0.006880921822336231,node-1:0.005137758288646163,node-4:0.004469720396145053
1651906320,service,recommendationservice,Kubernetes Container Read I/O Load,recommendationservice-2:0.7138026448139227,recommendationservice-0:0.7045631687314654,recommendationservice2-0:0.6928423272962968,recommendationservice-1:0.6411003936244709,productcatalogservice2-0:0.45780884129959654,frontend-1:0.4555154566785771,checkoutservice-0:0.4339586988211768,checkoutservice-2:0.41835637523620034,productcatalogservice-2:0.4115281606670823,cartservice-0:0.3930644608783006,cartservice-1:0.38860714796033957,adservice2-0:0.3708512322950413,productcatalogservice-0:0.3700698078673129,frontend2-0:0.3592671371117998,checkoutservice2-0:0.35266478829413456,shippingservice-1:0.34940516184952897,frontend-2:0.34586294713133886,cartservice-2:0.33973326694624084,checkoutservice-1:0.32367460416403315,emailservice-2:0.3210587464695226,adservice-2:0.31994506585412547,shippingservice-0:0.3198650504428562,productcatalogservice-1:0.3095297495146926,paymentservice-0:0.29384179518554343,cartservice2-0:0.289747686342837,frontend-0:0.27876949972513765,node-5:0.2743469998410085,shippingservice-2:0.27004359575350906,emailservice2-0:0.2671484763096718,currencyservice-1:0.2587879051358981,shippingservice2-0:0.25832035921621127,currencyservice2-0:0.2540336556026663,adservice-0:0.2491671589193943,currencyservice-0:0.23698250722967615,paymentservice-1:0.23030090554837238,adservice-1:0.22990076799881667,emailservice-1:0.20982840692723084,currencyservice-2:0.1974601739207578,emailservice-0:0.1864111606871425,paymentservice-2:0.16232893635267198,paymentservice2-0:0.10885555713641995,node-4:0.10430383216063017,node-3:0.03967974365001003,node-2:0.0334235763201588,node-6:0.023634975251852146,node-1:0.016890893746880256
1651908253,service,adservice,Kubernetes Container Memory Load,adservice-1:0.7809129040886741,adservice-2:0.7754399265691512,adservice2-0:0.7703041630051257,adservice-0:0.7206604370733029,productcatalogservice-2:0.6160601093109203,recommendationservice2-0:0.5221661018820115,productcatalogservice2-0:0.4856927676594573,cartservice-2:0.437676890635931,productcatalogservice-0:0.4371557644640372,currencyservice-2:0.42407277789793757,checkoutservice-1:0.4240131728580707,checkoutservice2-0:0.4191212942474854,emailservice-2:0.4036361894947658,cartservice-1:0.3809356815381793,frontend-2:0.36783108203686316,cartservice-0:0.3528311773287633,frontend2-0:0.3509094518000393,currencyservice-0:0.3415247894844277,currencyservice2-0:0.33179331922165745,checkoutservice-2:0.3304681739172251,productcatalogservice-1:0.32589742375964403,currencyservice-1:0.3168344498111901,recommendationservice-2:0.3147388943456339,paymentservice-1:0.310493325325034,checkoutservice-0:0.2970655468059157,paymentservice-0:0.28743206477160127,frontend-0:0.2796006479398752,shippingservice-1:0.27348884664187106,shippingservice2-0:0.27142678955650695,shippingservice-0:0.2354628756157409,frontend-1:0.22916386314188628,recommendationservice-1:0.22280934355076812,recommendationservice-0:0.21341948993530188,paymentservice-2:0.21298724369789868,shippingservice-2:0.13857253710057324,paymentservice2-0:0.10584515657348013,emailservice-0:0.10090345684771689,emailservice2-0:0.0817635152026207,cartservice2-0:0.0614605978835537,emailservice-1:0.046635886642865776,node-1:0.02223477884978522,node-4:0.01978807359759013,node-6:0.012919698721484574,node-3:0.011937533303679325,node-2:0.008216593996529903,node-5:0.004878725322857622
1651909424,service,adservice,Kubernetes Container Read I/O Load,adservice-2:0.6351069553271127,adservice-0:0.5817792116022832,adservice-1:0.5488283282798196,adservice2-0:0.49589992644103215,checkoutservice-0:0.46370159410313283,paymentservice2-0:0.4313654980645085,shippingservice2-0:0.4170660905752605,cartservice-0:0.3925070177737078,shippingservice-0:0.3558822338326956,productcatalogservice2-0:0.33309690567476813,currencyservice2-0:0.33266743153481626,emailservice2-0:0.3315450714150155,checkoutservice-2:0.3311485997818482,frontend-2:0.3123564720233782,paymentservice-0:0.30804556800588306,currencyservice-2:0.30572898591920944,cartservice2-0:0.29650428545390983,paymentservice-1:0.29515339178226746,checkoutservice2-0:0.29473934495148074,emailservice-2:0.29382146778991924,recommendationservice2-0:0.2860635966023399,cartservice-1:0.2846642574588614,currencyservice-0:0.27578971303235494,emailservice-1:0.274962558038489,shippingservice-2:0.2723617460848177,productcatalogservice-1:0.2703126271643561,currencyservice-1:0.2643292001253878,frontend-1:0.25896574521242727,productcatalogservice-2:0.25840580518680395,recommendationservice-0:0.2539226992654893,emailservice-0:0.24815919388174368,checkoutservice-1:0.24650928812705178,frontend-0:0.2448764486740196,paymentservice-2:0.23824345803590405,cartservice-2:0.23793260790389117,recommendationservice-2:0.22062245519698145,frontend2-0:0.2166863243753521,recommendationservice-1:0.21292897656257526,node-5:0.20229112483774672,shippingservice-1:0.2012229270918567,productcatalogservice-0:0.17591906591315323,node-3:0.1739648780102032,node-1:0.06837797292794365,node-4:0.060882301560197444,node-2:0.05629617803130451,node-6:0.05455204045262948
